Hindi Sentence,English Sentence,Roman Hindi,Topic/Tense,Situation,Level,Accepted Answers,Explanation
क्या वहाँ स्टेशन में कोई मौका है?,Is there any opportunity in the station?,kya wahan station mein koi mauka hai,Use of there is/there are,Yes/No Question,Beginner,,Practice Yes/No Question sentences for Use of there is/there are.
वहाँ दिल्ली में क्या है?,What is there in the Delhi?,wahan Delhi mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ स्कूल में क्या है?,What is there in the school?,wahan school mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ ऑफिस में क्या है?,What is there in the office?,wahan office mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ बाजार में क्या है?,What is there in the market?,wahan bazaar mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ क्लास में क्या है?,What is there in the class?,wahan class mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ घर में क्या है?,What is there in the home?,wahan ghar mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ इंटरव्यू में क्या है?,What is there in the interview?,wahan interview mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ मीटिंग में क्या है?,What is there in the meeting?,wahan meeting mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ दुकान में क्या है?,What is there in the shop?,wahan dukan mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ स्टेशन में क्या है?,What is there in the station?,wahan station mein kya hai,Use of there is/there are,Question Word,Beginner,,Practice Question Word sentences for Use of there is/there are.
वहाँ दिल्ली में कोई मौका क्यों नहीं है?,Why is there no opportunity in the Delhi?,wahan Delhi mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ स्कूल में कोई मौका क्यों नहीं है?,Why is there no opportunity in the school?,wahan school mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ ऑफिस में कोई मौका क्यों नहीं है?,Why is there no opportunity in the office?,wahan office mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ बाजार में कोई मौका क्यों नहीं है?,Why is there no opportunity in the market?,wahan bazaar mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ क्लास में कोई मौका क्यों नहीं है?,Why is there no opportunity in the class?,wahan class mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ घर में कोई मौका क्यों नहीं है?,Why is there no opportunity in the home?,wahan ghar mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ इंटरव्यू में कोई मौका क्यों नहीं है?,Why is there no opportunity in the interview?,wahan interview mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ मीटिंग में कोई मौका क्यों नहीं है?,Why is there no opportunity in the meeting?,wahan meeting mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ दुकान में कोई मौका क्यों नहीं है?,Why is there no opportunity in the shop?,wahan dukan mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
वहाँ स्टेशन में कोई मौका क्यों नहीं है?,Why is there no opportunity in the station?,wahan station mein koi mauka kyon nahi hai,Use of there is/there are,Double Interrogative,Beginner,,Practice Double Interrogative sentences for Use of there is/there are.
मैं रोज बोलता/बोलती है।,I speak English every day.,main roz बोलता/बोलती hai,Present Indefinite / Simple Present,Simple,Beginner,,Practice Simple sentences for Present Indefinite / Simple Present.
